school_year,dpi_true_id,lat,long,school_name,accurate_agency_type,grade_band,school_enrollment,ELA,Mathematics,dpi_rating,dpi_score,sch_ach,sch_growth,per_ed,per_swd,per_lep,per_b_aa,per_hisp_lat,address,phone_number,website_url,email,milwaukee_indicator,overall_score,overall_rating,rc_link,growth_rating
2024-25,0000_1221,43.159409017842,-87.984159033738,King's Academy Christian School Inc,Private School,K-8,195,0.33,0.183,Exceeds Expectations,77.3,49.2,81.1,0.995,0.01,0.005,0.923,0.041,"7798 N 60th St, Milwaukee, WI 53223",414-371-9100,www.kacsmilw.org,lachrisa.spriggs@kacsmilw.org,1,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/King's Academy Christian School Inc Choice Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0000_1785,44.035823998989,-88.557670977226,Martin Luther School,Private School,K-8,39,0.625,0.583,Exceeds Expectations,73.7,70.7,62.2,0,0.026,0,0.103,0,"1526 Algoma Blvd, Oshkosh, WI 54901",920-235-1612,www.martinlutheroshkosh.com,office@martinlutheroshkosh.com,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Martin Luther School Choice Students School Report Card 2024-25.pdf,Below Average Growth
2024-25,0063_0060,42.706925008775,-89.433744982553,Albany Community Middle,Traditional Public School,6-8,66,0.516,0.532,Exceeds Expectations,71.1,66.9,59.4,0.333,0.182,0.03,0,0.091,"309 Vinton St, Albany, WI 53502",608-862-3135,www.albany.k12.wi.us,robert.kostroun@albany.k12.wi.us,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Albany/Albany Community Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,2702_0060,43.002227001359,-88.822728967677,Jefferson Middle,Traditional Public School,6-8,349,0.548,0.595,Meets Expectations,70.9,71.2,67.9,0.415,0.189,0.043,0.011,0.195,"501 S Taft Ave, Jefferson, WI 53549",920-675-1300,https://www.sdoj.org/schools/middle/,mattesonm@sdoj.org,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Jefferson/Jefferson Middle School Report Card 2024-25.pdf,Average Growth
2024-25,2793_0160,42.583040018837,-87.831289967443,Frank Elementary,Traditional Public School,K-5,457,0.236,0.341,Exceeds Expectations,80.3,46.8,93.5,0.853,0.21,0.219,0.328,0.473,"1816 57th St, Kenosha, WI 53140",262-359-6324,www.kusd.edu,eschlick@kusd.edu,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha/Frank Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3332_0020,43.163144999725,-89.073714999982,Marshall Elementary,Traditional Public School,K-5,246,0.419,0.517,Exceeds Expectations,71.7,62.3,71.7,0.459,0.163,0.142,0.069,0.22,"617 Madison St, Marshall, WI 53559",608-655-4403,www.marshallschools.org,kneedles@marshallschools.org,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marshall/Marshall Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,3437_0220,43.177767984186,-88.118251966368,North Middle,Traditional Public School,6-8,804,0.604,0.674,Exceeds Expectations,72.8,76.1,59.4,0.19,0.117,0.022,0.087,0.07,"N88W16801 Main St, Menomonee Falls, WI 53051",262-255-8450,www.fallsschools.org,higgkri@sdmfschools.org,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls/North Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,3955_0080,44.372087011287,-88.759033041428,New London High,Traditional Public School,9-12,660,0.596,0.615,Meets Expectations,70.4,73.5,60.3,0.297,0.126,0.03,0.015,0.103,"1700 Klatt Rd, New London, WI 54961",920-982-8420,www.newlondon.k12.wi.us,byerkey@newlondon.k12.wi.us,0,71,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New London/New London High School Report Card 2024-25.pdf,Below Average Growth
2024-25,0000_0730,42.589952993481,-87.832972969782,Kenosha Lutheran Academy,Private School,K-8,156,0.385,0.327,Exceeds Expectations,78.3,62.8,81.2,0.436,0.064,0.006,0.019,0.16,"5043 20th Ave, Kenosha, WI 53140",262-652-3451,www.klawolves.com,wleonard@klawolves.com,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha Private/Kenosha Lutheran Academy All Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0637_0020,45.051864010772,-92.033933974818,Tiffany Creek Elementary,Traditional Public School,K-5,327,0.672,0.586,Meets Expectations,69,76.9,52.7,0.48,0.193,0.031,0.006,0.067,"161 East St, Boyceville, WI 54725",715-643-3647,www.boyceville.k12.wi.us,jerimd@boyceville.k12.wi.us,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Boyceville Community/Tiffany Creek Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2576_0080,43.445365984666,-88.62244598969,Horicon Middle School,Traditional Public School,6-8,152,0.643,0.664,Meets Expectations,70.4,76.6,56.5,0.408,0.164,0,0.026,0.092,"841 Gray St, Horicon, WI 53032",920-485-2898,www.horicon.k12.wi.us,mlebouton@horicon.k12.wi.us,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Horicon/Horicon Middle School School Report Card 2024-25.pdf,Below Average Growth
2024-25,2849_0220,43.844651018197,-91.234118021668,Logan High,Traditional Public School,9-12,729,0.425,0.363,Exceeds Expectations,72.6,58.7,78.4,0.495,0.189,0.056,0.077,0.063,"1500 Ranger Dr, La Crosse, WI 54603",608-789-7700,www.lacrosseschools.org,wgnewiko@lacrossesd.org,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse/Logan High School Report Card 2024-25.pdf,Above Average Growth
2024-25,6125_0100,43.177292017814,-88.727405019443,Schurz Elementary,Traditional Public School,K-5,223,0.323,0.396,Exceeds Expectations,74.3,55.9,71.7,0.673,0.211,0.399,0.009,0.682,"1508 Neenah St, Watertown, WI 53094",920-262-1485,www.watertown.k12.wi.us,ruschweilandc@mywusd.org,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Unified/Schurz Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,6223_0120,45.040762012378,-89.494295180540007,Hewitt-Texas Elementary,Traditional Public School,K-5,85,0.4,0.52,Exceeds Expectations,71.4,71.6,60.3,0.318,0.082,0.047,0,0.035,"164475 Granite Road, Wausau, WI 54403",715-261-0015,www.wausauschools.org,klanderman@wausauschools.org,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau/Hewitt-Texas Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,6223_0130,44.907829721881,-89.671700592,South Mountain Elementary,Traditional Public School,K-5,235,0.743,0.681,Exceeds Expectations,74.1,85.4,53.7,0.209,0.157,0.03,0,0.013,"224700 Bittersweet Rd, Wausau, WI 54401",715-261-0235,www.wausauschools.org,dheilman@wausauschools.org,0,71.1,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau/South Mountain Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3269_0660,43.024758018099,-89.487971034594,Huegel Elementary,Traditional Public School,K-5,417,0.497,0.513,Exceeds Expectations,71.3,66.6,71.7,0.379,0.153,0.132,0.165,0.165,"2601 Prairie Rd, Madison, WI 53711",608-204-3100,https://huegel.madison.k12.wi.us/,huegel@madison.k12.wi.us,0,71.2,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Metropolitan/Huegel Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,4018_0010,42.880961020887,-87.866633016554,Carollton Elementary,Traditional Public School,K-5,376,0.724,0.755,Exceeds Expectations,72.1,86.5,44.2,0.319,0.152,0.061,0.021,0.165,"8965 S Carollton Dr, Oak Creek, WI 53154",414-768-6290,www.ocfsd.org,p.kenwood@ocfsd.org,0,71.2,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Carollton Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,4473_0100,43.745293991522,-87.958773015048,Plymouth High,Traditional Public School,9-12,735,0.495,0.57,Meets Expectations,70.2,67,69.8,0.256,0.09,0.005,0.011,0.053,"125 S Highland Ave, Plymouth, WI 53073",920-893-6911,www.plymouth.k12.wi.us,jbrandl@plymouth.k12.wi.us,0,71.2,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Plymouth Joint/Plymouth High School Report Card 2024-25.pdf,Average Growth
2024-25,4963_0060,44.629921016577,-89.314313004405,Rosholt Middle,Traditional Public School,6-8,78,0.431,0.375,Exceeds Expectations,71.1,63.2,66,0.269,0.141,0,0,0.051,"346 W Randolph St, Rosholt, WI 54473",715-677-4541,www.rosholt.k12.wi.us,apstiles@rosholt.k12.wi.us,0,71.2,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Rosholt/Rosholt Middle School Report Card 2024-25.pdf,Average Growth
2024-25,6300_0040,42.994653993749,-88.030923012658,Frank Lloyd Wright Intermediate,Traditional Public School,6-8,902,0.468,0.362,Exceeds Expectations,75,57,76.5,0.647,0.15,0.061,0.102,0.275,"9501 W Cleveland Ave, West Allis, WI 53227",414-604-3410,www.wawmsd.org,fishj@wawmsd.org,0,71.2,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Allis-West Milwaukee/Frank Lloyd Wright Intermediate School Report Card 2024-25.pdf,Above Average Growth
2024-25,0336_0100,43.462317000824,-88.823623987298,Lincoln Elementary,Traditional Public School,K-5,201,0.51,0.562,Meets Expectations,70.5,66.4,62.2,0.662,0.169,0.08,0.01,0.264,"210 Gould St, Beaver Dam, WI 53916",920-885-7396,www.bdusd.org,batesc@bdusd.org,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Beaver Dam Unified/Lincoln Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,1071_0200,46.133984013523,-90.576612032287,Chequamegon Middle,Traditional Public School,6-8,128,0.366,0.504,Exceeds Expectations,71.8,60.9,64.1,0.586,0.148,0.148,0.008,0.07,"64 S Grant St, Glidden, WI 54527",715-264-2141,www.csdk12.net,khanson@csdk12.net,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Chequamegon/Chequamegon Middle School Report Card 2024-25.pdf,Average Growth
2024-25,1600_0060,44.560519989841,-91.419895026563,Eleva-Strum High,Traditional Public School,9-12,195,0.413,0.442,Meets Expectations,69.6,57.6,69.8,0.231,0.133,0.036,0.01,0.118,"W23597 US-10, Strum, WI 54770",715-695-2696,www.esschools.k12.wi.us,skougj@eschools.k12.wi.us,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Eleva-Strum/Eleva-Strum High School Report Card 2024-25.pdf,Average Growth
2024-25,2184_0010,43.134738981321,-87.944587985028,Glen Hills Middle,Traditional Public School,6-8,483,0.48,0.497,Exceeds Expectations,71.2,66.3,64.1,0.389,0.17,0.031,0.346,0.128,"2600 W Mill Rd, Glendale, WI 53209",414-351-7160,www.glendale.k12.wi.us,anna.young@gdrh.org,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Glendale-River Hills/Glen Hills Middle School Report Card 2024-25.pdf,Average Growth
2024-25,3668_0120,44.570548014981,-91.673916984198,Mondovi Middle,Traditional Public School,6-8,197,0.582,0.497,Exceeds Expectations,71.3,68.7,61.3,0.355,0.157,0.005,0,0.03,"337 N Jackson St, Mondovi, WI 54755",715-926-3457,www.mondovi.k12.wi.us,dgray@mondovi.k12.wi.us,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mondovi/Mondovi Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,3955_0040,44.386980018759,-88.737834034831,Lincoln Elementary,Traditional Public School,K-5,283,0.532,0.584,Meets Expectations,69.4,71.1,62.2,0.569,0.272,0.138,0.028,0.166,"201 E Washington St, New London, WI 54961",920-982-8540,www.newlondon.k12.wi.us,kdelwich@newlondon.k12.wi.us,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New London/Lincoln Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,4179_0110,44.000290010125,-88.564516980464,Shapiro STEM Academy,Traditional Public School,K-5,204,0.368,0.305,Exceeds Expectations,72.7,55,74.6,0.451,0.191,0.088,0.049,0.049,"1050 W 18th Ave, Oshkosh, WI 54902",920-424-0164,www.oshkosh.k12.wi.us,courtney.willert@oshkosh.k12.wi.us,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Shapiro STEM Academy School Report Card 2024-25.pdf,Above Average Growth
2024-25,4872_0140,43.829147011893,-88.838470014203,Ripon Middle,Traditional Public School,6-8,302,0.616,0.658,Meets Expectations,70.9,76.9,55.6,0.377,0.139,0.033,0.003,0.116,"1120 Metomen St, Ripon, WI 54971",920-748-4638,www.ripon.k12.wi.us,zamostd@ripon.k12.wi.us,0,71.3,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ripon Area/Ripon Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,0091_0080,44.451797988476,-90.839256034623,Lincoln Elementary,Traditional Public School,K-5,339,0.4,0.406,Exceeds Expectations,72.8,61.7,70.8,0.587,0.171,0.044,0,0.109,"207 E Pearl St, Merrillan, WI 54754",715-333-2911,www.lincolnhornets.org,paula_parker@achm.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Alma Center/Lincoln Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,1568_0040,42.842406990399,-89.071023989968,Edgerton Community Elementary,Traditional Public School,K-5,809,0.512,0.636,Exceeds Expectations,71.7,72.5,59.4,0.314,0.19,0.058,0.007,0.117,"100 Elm High Dr, Edgerton, WI 53534",608-561-6010,www.edgerton.k12.wi.us,andrea.johnson@edgerton.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Edgerton/Edgerton Community Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,1694_0060,42.776379009139,-89.301953971992,J C McKenna Middle,Traditional Public School,6-8,362,0.577,0.571,Exceeds Expectations,72.3,72.5,63.2,0.21,0.088,0.022,0.008,0.072,"307 S 1st Street, Evansville, WI 53536",608-882-4780,www.evansville.k12.wi.us,dobbsj@evansville.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Evansville Community/J C McKenna Middle School Report Card 2024-25.pdf,Average Growth
2024-25,1953_0040,44.384464986801,-88.292738966780007,Freedom Middle,Traditional Public School,6-8,339,0.629,0.626,Exceeds Expectations,73.3,75.2,57.5,0.189,0.18,0.018,0,0.065,"N4021 County Road E, Freedom, WI 54130",920-788-7945,www.freedomschools.k12.wi.us,gmethner@freedomschools.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Freedom Area/Freedom Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,2562_0010,43.970003008829,-91.255871994074,Evergreen Elementary,Traditional Public School,K-5,317,0.579,0.659,Exceeds Expectations,73.6,77.4,50.8,0.23,0.189,0.079,0.006,0.044,"510 Long Coulee Rd, Holmen, WI 54636",608-526-9080,www.holmen.k12.wi.us,thosar@holmen.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Holmen/Evergreen Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2856_0100,45.470335011124,-91.075128992589,Ladysmith Middle,Traditional Public School,6-8,144,0.551,0.61,Exceeds Expectations,71.2,66.8,66,0.674,0.236,0,0,0.076,"1700 Edgewood Ave E, Ladysmith, WI 54848",715-532-5531,www.ladysmith.k12.wi.us,gposewitz@sdlwi.org,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Ladysmith/Ladysmith Middle School Report Card 2024-25.pdf,Average Growth
2024-25,3269_0495,43.09298298,-89.340358008323,Lowell Elementary,Traditional Public School,K-5,329,0.566,0.524,Exceeds Expectations,71.7,68.7,73.6,0.453,0.17,0.064,0.255,0.116,"401 Maple Ave, Madison, WI 53704",608-204-6600,https://lowell.madison.k12.wi.us/,lowell@madison.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Metropolitan/Lowell Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,3339_0080,44.652370980313,-90.164062972257,Lincoln Elementary,Traditional Public School,K-5,281,0.534,0.552,Exceeds Expectations,71,67,64.1,0.587,0.185,0.032,0.011,0.089,"1621 S Felker Ave, Marshfield, WI 54449",715-387-1296,www.marshfieldschools.org/domain/62,bargenderb@marshfieldschools.org,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marshfield Unified/Lincoln Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,3444_0160,44.874387017858,-91.898728009266,Menomonie Middle,Traditional Public School,6-8,730,0.591,0.671,Exceeds Expectations,71.2,73,66.9,0.415,0.182,0.048,0.015,0.041,"920 21st St S, Menomonie, WI 54751",715-232-1673,www.sdmaonline.com,bart_boettcher@msd.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonie Area/Menomonie Middle School Report Card 2024-25.pdf,Average Growth
2024-25,3619_0407,43.011946991557,-87.953412033596,Carmen High School of Science and Technology South Campus,Public Charter School,9-12,382,0.328,0.286,Exceeds Expectations,78.7,45.7,80.3,0.961,0.097,0.565,0.018,0.953,"1712 S 32nd St, Milwaukee, WI 53215",414-384-4444,www.carmenhighschool.org,678@milwaukee.k12.wi.us,1,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Carmen High School of Science and Technology South Campus School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3941_0080,43.947781996777,-88.105230009232,New Holstein High,Traditional Public School,9-12,309,0.485,0.66,Meets Expectations,70.5,65.9,63.2,0.23,0.136,0.039,0.006,0.094,"1715 Plymouth St, New Holstein, WI 53061",920-898-4256,www.nhsd.k12.wi.us,dolig@nhsd.k12.wi.us,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New Holstein/New Holstein High School Report Card 2024-25.pdf,Average Growth
2024-25,4018_0170,42.903802000407,-87.942943958539,Forest Ridge Elementary,Traditional Public School,K-5,435,0.457,0.443,Exceeds Expectations,73.8,58.4,79.3,0.52,0.168,0.152,0.09,0.276,"2200 W Drexel Ave, Oak Creek, WI 53154",414-574-4050,www.ocfsd.org,k.hoffman@ocfsd.org,0,71.4,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Forest Ridge Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0000_2015,44.844294309078,-89.630391974761,Northland Lutheran High School,Private School,9-12,45,0.686,0.743,Meets Expectations,70.9,70.8,65.1,0.444,0.089,0,0.044,0.044,"2107 Tower Rd, Kronenwetter, WI 54455",715-359-3400,www.nlhs.org,nlhsoffice@nlhs.org,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kronenwetter Private/Northland Lutheran High School Choice Students School Report Card 2024-25.pdf,Average Growth
2024-25,2303_0080,42.948451979527,-87.963494960202,Elm Dale Elementary,Traditional Public School,K-5,477,0.542,0.672,Meets Expectations,70.3,71.9,57.5,0.474,0.145,0.078,0.05,0.252,"5300 S Honey Creek Dr, Greenfield, WI 53221",414-281-7100,www.greenfield.k12.wi.us,cbrzycki@greenfield.k12.wi.us,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greenfield/Elm Dale Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,3290_0260,44.106801996989,-87.704900003832,Riverview Elementary,Traditional Public School,K-5,257,0.513,0.538,Exceeds Expectations,71.9,65.3,71.7,0.447,0.195,0.109,0.004,0.163,"4400 Michigan Ave, Manitowoc, WI 54220",920-663-9500,https://riverview.manitowocpublicschools.org,schultzc@mpsd.school,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Manitowoc/Riverview Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,3787_0080,44.796921762078,-89.714867393353,Mosinee Elementary,Traditional Public School,K-5,632,0.459,0.514,Exceeds Expectations,71.5,66.4,NA,0.252,0.19,0.009,0.008,0.036,"600 12th St, Mosinee, WI 54455",715-693-2810,www.mosineeschools.org,jschmidt@mosineeschools.org,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mosinee/Mosinee Elementary School Report Card 2024-25.pdf,No Growth Rating
2024-25,5656_0070,43.184458000206,-89.252805006342,Royal Oaks Elementary,Traditional Public School,K-5,433,0.505,0.537,Exceeds Expectations,71.5,72.5,69.8,0.323,0.171,0.095,0.141,0.079,"2215 Pennsylvania Ave, Sun Prairie, WI 53590",608-834-7200,www.sunprairieschools.org,jlackle@sunprairieschools.org,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sun Prairie Area/Royal Oaks Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,6300_0340,43.001391996165,-88.056329986107,Nathan Hale High,Traditional Public School,9-12,1134,0.453,0.369,Exceeds Expectations,75.1,54.7,78.4,0.593,0.126,0.046,0.125,0.257,"11601 W Lincoln Ave, West Allis, WI 53227",414-604-3210,www.wawmsd.org,lesarm@wawmsd.org,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Allis-West Milwaukee/Nathan Hale High School Report Card 2024-25.pdf,Above Average Growth
2024-25,6321_0180,43.647860988811,-90.864763004177,Westby Elementary,Traditional Public School,K-5,277,0.564,0.511,Exceeds Expectations,71.3,70.8,63.2,0.39,0.184,0.018,0,0.04,"122 Nelson St, Westby, WI 54667",608-634-0500,www.westby.k12.wi.us,bruce.peterson@westby-norse.org,0,71.5,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Westby Area/Westby Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,1204_0040,45.16533827974,-91.142765020292,Cornell High,Traditional Public School,9-12,100,0.439,0.424,Exceeds Expectations,71.5,57.7,61.3,0.61,0.21,0,0,0.04,"708 Bridge St, Cornell, WI 54732",715-861-6947,www.cornell.k12.wi.us,cbraaten@cornell.k12.wi.us,0,71.6,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Cornell/Cornell High School Report Card 2024-25.pdf,Below Average Growth
2024-25,3668_0100,44.570548014981,-91.673916984198,Mondovi High,Traditional Public School,9-12,255,0.528,0.551,Meets Expectations,70.7,65.6,64.1,0.337,0.137,0.016,0.012,0.031,"337 N Jackson St, Mondovi, WI 54755",715-926-3656,www.mondovi.k12.wi.us,dgray@mondovi.k12.wi.us,0,71.6,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mondovi/Mondovi High School Report Card 2024-25.pdf,Average Growth
2024-25,6426_0080,44.365566980264,-91.3298299682,Whitehall Memorial Elementary,Traditional Public School,K-5,439,0.409,0.502,Exceeds Expectations,72.6,61.1,70.8,0.506,0.173,0.089,0,0.216,"19121 Hobson St, Whitehall, WI 54773",715-538-4364,www.whitehallsd.k12.wi.us,eideluc@whitehallsd.k12.wi.us,0,71.6,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Whitehall/Whitehall Memorial Elementary School Report Card 2024-25.pdf,Above Average Growth
2024-25,0000_0510,43.095022003676,-88.039426034335,Divine Savior Holy Angels High School,Private School,9-12,158,0.405,0.405,Meets Expectations,68.6,73.7,48,0.468,0,0,0.234,0.551,"4257 N 100th St, Milwaukee, WI 53222",414-462-3742,www.dsha.info,quesnelld@dsha.k12.wi.us,1,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Divine Savior Holy Angels High School Choice Students School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,0000_3935,42.98749299859,-87.989582963283,Saint Gregory the Great Parish School,Private School,K-8,170,0.558,0.337,Exceeds Expectations,75.7,62.9,79.3,0.771,0.029,0.206,0.059,0.676,"3132 S 63rd St, Milwaukee, WI 53219",414-321-1350,www.gregthegreat.org,lbruno@stgregsmil.org,1,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Saint Gregory the Great Parish School All Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1260_0040,45.538093981118,-92.021245030696,Cumberland Elementary,Traditional Public School,K-5,334,0.513,0.513,Exceeds Expectations,71.6,64.4,64.1,0.497,0.228,0.06,0,0.102,"1530 2nd Ave, Cumberland, WI 54829",715-822-5123,www.cumberland.k12.wi.us,jrich@csdmail.com,0,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Cumberland/Cumberland Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,2058_0110,43.231287898512,-88.106809868191,Kennedy Middle,Traditional Public School,6-8,865,0.604,0.698,Exceeds Expectations,75.2,79.1,52.7,0.147,0.134,0.008,0.058,0.065,"N118W15860 Williams Drive, Germantown, WI 53022",262-253-3450,www.gsdwi.org,jgieryn@gsdwi.org,0,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Germantown/Kennedy Middle School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3269_0435,43.135832987323,-89.361574030184,Lake View Elementary,Traditional Public School,K-5,292,0.333,0.278,Exceeds Expectations,80.9,42.7,88.8,0.736,0.151,0.469,0.182,0.277,"1802 Tennyson Ln, Madison, WI 53704",608-204-4040,https://lakeview.madison.k12.wi.us/,lakeview@madison.k12.wi.us,0,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Metropolitan/Lake View Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3325_0025,43.711927981913,-88.98747703479,Markesan Middle,Traditional Public School,6-8,161,0.531,0.512,Exceeds Expectations,71.7,67,67.9,0.379,0.155,0.05,0.012,0.13,"100 E Vista Blvd, Markesan, WI 53946",920-398-2373,www.markesan.k12.wi.us,koopmjoh@markesan.k12.wi.us,0,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Markesan/Markesan Middle School Report Card 2024-25.pdf,Average Growth
2024-25,3360_0410,43.787821002206,-90.088648977731,iLEAD Individualized Leadership and Entrepreneurship Academic Discovery,Traditional Public School,6-12,65,0.422,0.4,Exceeds Expectations,72.9,63.3,69.8,0.523,0.215,0,0.015,0.154,"800 Grayside Ave, Mauston, WI 53948",608-847-5451,www.maustonschools.org,jjheesch@maustonschools.org,NA,71.7,Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mauston/iLEAD Individualized Leadership and Entrepreneurship Academic Discovery School Report Card 2024-25.pdf,Average Growth
